Day_of_Month,Month,year,Airline,Origin,Destination,Departure_Delay,Arrival_Delay,Cancelled,Rain_at_Origin,Rain_at_Dest,Incentive_Pay,Time_in_Air
14,6,2012,United,LAX,EWR,6,67,0,0,1,0,319
3,2,2012,United,SFO,LAS,0,16,0,1,0,0,66
11,10,2012,United,LAS,LAX,68,59,0,1,1,1,42
4,12,2012,United,ORD,EWR,-2,-6,0,0,0,1,98
1,11,2012,United,LAX,DEN,-2,-4,0,0,0,1,116
24,10,2012,United,LAX,SFO,-2,-7,0,0,0,1,50
13,12,2012,United,LAX,SFO,153,159,0,0,1,1,69
20,3,2012,United,LAX,DFW,14,11,0,0,0,0,149
31,5,2012,United,JFK,LAX,0,-13,0,0,0,0,313
12,7,2012,United,SFO,LAX,6,18,0,0,0,0,69
10,2,2012,United,LAX,EWR,0,-10,0,1,0,0,262
6,3,2012,United,ORD,BOS,0,4,0,0,0,0,120
11,9,2012,United,LAX,LAS,0,-8,0,0,0,0,43
8,3,2012,United,ORD,SFO,78,97,0,0,1,0,241
6,4,2012,United,SFO,JFK,0,-16,0,0,0,0,280
15,9,2012,United,SFO,ORD,20,19,0,0,0,0,216
7,12,2012,United,LAX,BOS,-2,-25,0,0,0,1,276
14,6,2012,United,ORD,DEN,32,31,0,1,0,0,116
25,5,2012,United,LAX,JFK,,,1,0,1,0,
23,10,2012,United,LAS,LAX,64,59,0,1,0,1,40
5,7,2012,United,SFO,BOS,2,17,0,1,0,0,310
1,5,2012,United,ORD,LAX,0,-16,0,0,0,0,215
17,7,2012,United,ORD,SFO,6,9,0,0,1,0,247
11,10,2012,United,ORD,BOS,0,-10,0,0,0,1,121
29,8,2012,United,SFO,LAX,60,56,0,1,1,0,61
21,9,2012,United,ORD,EWR,3,-36,0,1,0,0,89
25,8,2012,United,ORD,ATL,1,1,0,0,1,0,80
22,3,2012,United,LAX,EWR,0,18,0,0,1,0,301
31,8,2012,United,LAS,DEN,0,-8,0,1,0,0,84
26,10,2012,United,LAX,JFK,-2,-14,0,1,0,1,279
7,7,2012,United,LAX,SFO,,,1,0,0,0,
5,5,2012,United,LAS,SFO,1,6,0,0,0,0,70
7,3,2012,United,ORD,BOS,0,-13,0,0,0,0,104
13,3,2012,United,SFO,LAX,0,-8,0,0,0,0,56
12,9,2012,United,LAX,ORD,33,27,0,0,1,0,204
19,6,2012,United,LAX,DEN,22,24,0,0,0,0,107
14,6,2012,United,SFO,JFK,0,20,0,0,0,0,324
23,6,2012,United,JFK,SFO,1,11,0,0,0,0,330
4,8,2012,United,SFO,LAX,15,23,0,0,0,0,57
20,4,2012,United,SFO,LAS,1,4,0,0,0,0,65
9,8,2012,United,LAX,JFK,25,35,0,0,0,0,282
18,2,2012,United,ORD,DEN,122,168,0,0,0,0,125
19,9,2012,United,ORD,DEN,1,10,0,0,1,0,121
9,6,2012,United,SFO,EWR,6,46,0,0,0,0,331
12,4,2012,United,SFO,ORD,0,9,0,0,0,0,204
11,4,2012,United,LAX,ATL,0,-6,0,0,0,0,226
29,8,2012,United,ORD,MIA,0,-6,0,0,0,0,144
1,11,2012,United,JFK,SFO,1,3,0,0,0,1,334
21,7,2012,United,LAX,MIA,10,20,0,0,0,0,272
28,6,2012,United,SFO,JFK,3,10,0,0,1,0,282
10,7,2012,United,LAS,SFO,1,-4,0,0,0,0,64
21,1,2012,United,LAS,DEN,24,30,0,0,0,0,82
26,6,2012,United,LAX,MCO,89,78,0,0,0,0,256
9,8,2012,United,LAX,SFO,24,17,0,0,0,0,53
11,9,2012,United,EWR,SFO,20,-1,0,0,0,0,321
7,12,2012,United,EWR,SFO,-2,2,0,0,0,1,342
31,5,2012,United,EWR,ORD,141,152,0,0,0,0,112
3,2,2012,United,ORD,LAX,1,4,0,0,0,0,248
16,2,2012,United,EWR,SFO,75,78,0,0,1,0,362
9,10,2012,United,ORD,DEN,32,20,0,0,0,1,114
22,9,2012,United,LAX,LAS,120,117,0,0,0,0,40
12,7,2012,United,JFK,SFO,0,13,0,0,0,0,354
9,2,2012,United,LAX,DEN,5,-1,0,0,0,0,105
27,11,2012,United,ORD,BOS,52,42,0,1,1,1,112
30,10,2012,United,ORD,BOS,,,1,0,1,1,
3,4,2012,United,LAS,DEN,1,-2,0,0,0,0,88
17,1,2012,United,LAX,MCO,0,-3,0,1,0,0,240
31,5,2012,United,EWR,ORD,,,1,0,0,0,
24,8,2012,United,LAS,SFO,64,70,0,0,0,0,62
14,12,2012,United,LAX,JFK,,,1,0,1,1,
7,1,2012,United,BOS,SFO,5,24,0,0,0,0,388
28,2,2012,United,EWR,ORD,0,-12,0,1,0,0,108
7,3,2012,United,EWR,DEN,0,9,0,0,0,0,232
17,11,2012,United,ORD,LAX,23,15,0,0,0,1,223
4,12,2012,United,LAS,ORD,11,-11,0,0,0,1,176
16,5,2012,United,BOS,SFO,8,17,0,0,1,0,371
20,10,2012,United,SFO,LAS,-2,4,0,1,0,1,56
5,10,2012,United,LAX,SFO,-2,-8,0,0,0,1,49
27,1,2012,United,LAX,SFO,0,-7,0,0,0,0,57
6,3,2012,United,ORD,EWR,,,1,0,0,0,
19,10,2012,United,LAS,DEN,108,118,0,0,0,1,90
17,1,2012,United,SFO,LAX,,,1,1,1,0,
19,12,2012,United,ORD,BOS,1,-10,0,0,0,1,105
30,6,2012,United,ORD,LAX,3,-8,0,0,0,0,221
27,12,2012,United,ORD,DEN,0,4,0,0,0,1,125
18,1,2012,United,ORD,EWR,8,25,0,0,0,0,97
6,7,2012,United,EWR,ORD,16,26,0,0,0,0,129
27,1,2012,United,LAS,SFO,4,12,0,1,0,0,73
29,8,2012,United,ORD,BOS,0,-9,0,0,0,0,106
12,1,2012,United,ORD,LAX,60,75,0,0,0,0,256
30,3,2012,United,LAS,SFO,20,23,0,0,0,0,70
26,4,2012,United,BOS,SFO,0,-12,0,1,0,0,335
28,2,2012,United,LAX,SFO,0,-8,0,1,1,0,56
4,8,2012,United,LAX,ORD,32,38,0,0,0,0,215
30,10,2012,United,ORD,EWR,-2,0,0,0,0,1,95
6,11,2012,United,LAS,SFO,12,15,0,0,0,1,71
1,3,2012,United,BOS,SFO,14,-11,0,0,0,0,338
27,9,2012,United,EWR,SFO,0,-12,0,0,0,0,334
22,11,2012,United,ORD,DEN,3,6,0,0,0,1,123
29,5,2012,United,LAX,ORD,0,16,0,0,1,0,209
25,10,2012,United,SFO,BOS,-2,-7,0,1,0,1,302
21,1,2012,United,LAX,DEN,1,-15,0,0,0,0,94
26,6,2012,United,SFO,LAX,8,1,0,0,0,0,54
19,5,2012,United,SFO,DEN,15,17,0,0,0,0,121
6,3,2012,United,SFO,LAS,18,18,0,0,1,0,68
25,12,2012,United,LAX,BOS,-2,-1,0,0,0,1,303
5,1,2012,United,ORD,MCO,3,2,0,0,0,0,122
5,1,2012,United,ORD,DFW,6,14,0,0,0,0,125
26,7,2012,United,LAS,ORD,0,-9,0,0,0,0,180
30,10,2012,United,ORD,MIA,-2,-24,0,0,0,1,132
17,2,2012,United,SFO,DEN,1,10,0,1,0,0,111
2,6,2012,United,LAX,MCO,0,15,0,0,0,0,268
5,5,2012,United,LAX,SFO,20,25,0,0,0,0,55
20,6,2012,United,ORD,MCO,154,181,0,0,0,0,124
28,12,2012,United,ORD,DEN,6,-6,0,0,0,1,136
25,12,2012,United,SFO,LAX,-2,-15,0,0,0,1,52
12,5,2012,United,BOS,DEN,0,9,0,0,0,0,248
21,1,2012,United,LAS,LAX,34,49,0,0,0,0,48
29,6,2012,United,SFO,LAX,0,4,0,0,0,0,62
10,3,2012,United,ORD,DEN,6,-8,0,0,0,0,116
5,1,2012,United,LAX,JFK,3,-6,0,0,0,0,269
29,2,2012,United,ORD,DEN,0,-10,0,0,0,0,115
21,7,2012,United,ORD,EWR,61,44,0,0,0,0,90
22,2,2012,United,EWR,SFO,0,36,0,0,1,0,356
8,12,2012,United,ORD,LAS,34,28,0,0,1,1,200
24,8,2012,United,LAS,ORD,1,41,0,0,0,0,199
11,10,2012,United,ORD,ATL,-2,-16,0,0,0,1,81
8,9,2012,United,ORD,SFO,1,-6,0,0,0,0,231
19,7,2012,United,EWR,DEN,26,47,0,1,0,0,230
28,2,2012,United,BOS,LAX,0,-3,0,1,1,0,344
12,1,2012,United,BOS,ORD,37,53,0,0,0,0,149
16,3,2012,United,SFO,LAX,1,14,0,0,0,0,62
3,5,2012,United,LAS,LAX,0,-9,0,0,0,0,40
5,6,2012,United,BOS,ORD,,,1,1,0,0,
11,12,2012,United,SFO,LAS,58,41,0,0,0,1,52
6,3,2012,United,LAX,DEN,0,-8,0,1,0,0,98
9,8,2012,United,LAX,JFK,2,14,0,0,0,0,294
5,10,2012,United,LAX,JFK,,,1,0,0,1,
31,1,2012,United,LAX,ORD,32,70,0,1,0,0,213
29,9,2012,United,EWR,ORD,0,-21,0,0,0,0,101
18,2,2012,United,SFO,LAX,0,3,0,0,0,0,63
31,10,2012,United,SFO,BOS,-2,10,0,0,1,1,331
12,9,2012,United,LAX,SFO,4,-4,0,0,0,0,46
9,8,2012,United,EWR,ORD,12,17,0,1,0,0,118
11,8,2012,United,SFO,DFW,11,20,0,0,0,0,178
7,4,2012,United,ORD,DEN,4,8,0,0,0,0,123
3,8,2012,United,ORD,DEN,169,201,0,1,1,0,112
2,6,2012,United,LAX,MIA,4,13,0,0,1,0,259
21,1,2012,United,SFO,LAX,,,1,1,0,0,
11,1,2012,United,LAX,SFO,,,1,0,1,0,
31,7,2012,United,LAX,LAS,30,44,0,0,0,0,50
10,3,2012,United,SFO,LAS,54,47,0,0,0,0,56
5,1,2012,United,SFO,ORD,0,-11,0,0,0,0,204
18,10,2012,United,EWR,SFO,77,80,0,1,0,1,347
12,9,2012,United,ORD,BOS,3,-7,0,1,0,0,107
9,5,2012,United,ORD,BOS,,,1,1,1,0,
3,7,2012,United,SFO,DEN,0,-20,0,0,0,0,110
26,4,2012,United,EWR,LAX,5,10,0,0,0,0,314
18,8,2012,United,SFO,DEN,114,108,0,0,1,0,112
26,1,2012,United,LAS,SFO,34,28,0,1,1,0,66
13,7,2012,United,LAX,JFK,0,-22,0,0,0,0,280
13,4,2012,United,ORD,LAX,0,-11,0,0,0,0,227
6,12,2012,United,SFO,DEN,1,-1,0,0,1,1,117
15,3,2012,United,LAX,JFK,2,33,0,0,0,0,310
8,3,2012,United,LAS,LAX,32,40,0,0,1,0,66
24,8,2012,United,LAX,DEN,31,28,0,0,0,0,109
1,3,2012,United,EWR,ORD,43,44,0,1,0,0,111
4,8,2012,United,LAS,DEN,0,3,0,0,0,0,87
4,10,2012,United,SFO,LAX,,,1,0,0,1,
24,3,2012,United,SFO,LAS,0,2,0,0,0,0,65
4,8,2012,United,ORD,SFO,143,149,0,0,0,0,241
31,1,2012,United,BOS,ORD,0,-9,0,0,0,0,133
20,6,2012,United,ORD,SFO,0,77,0,0,0,0,250
14,8,2012,United,LAX,ORD,1,5,0,0,0,0,201
25,2,2012,United,LAS,LAX,51,57,0,0,1,0,42
19,1,2012,United,ORD,ATL,48,85,0,0,1,0,106
21,6,2012,United,ORD,LAS,14,23,0,1,0,0,193
1,8,2012,United,ORD,LAX,0,-8,0,0,0,0,207
3,2,2012,United,BOS,DEN,0,-6,0,0,0,0,237
21,7,2012,United,LAS,ORD,0,14,0,0,0,0,190
20,4,2012,United,SFO,DEN,1,-2,0,0,0,0,109
20,4,2012,United,JFK,SFO,10,42,0,0,0,0,351
17,10,2012,United,LAX,SFO,1,2,0,0,0,1,48
8,8,2012,United,ORD,MCO,34,39,0,0,0,0,126
4,1,2012,United,LAS,SFO,0,11,0,0,0,0,73
19,7,2012,United,SFO,ORD,,,1,0,1,0,
14,4,2012,United,LAX,SFO,80,72,0,1,1,0,53
11,4,2012,United,EWR,ORD,8,16,0,1,1,0,134
15,12,2012,United,SFO,MIA,26,18,0,1,0,1,279
3,4,2012,United,BOS,SFO,0,13,0,0,0,0,369
25,4,2012,United,EWR,SFO,0,8,0,0,0,0,320
31,5,2012,United,LAS,DEN,11,8,0,0,0,0,80
7,4,2012,United,SFO,LAS,5,5,0,0,0,0,66
15,3,2012,United,SFO,EWR,0,-2,0,0,0,0,288
7,3,2012,United,BOS,SFO,0,-14,0,0,1,0,355
5,5,2012,United,ORD,BOS,10,9,0,0,1,0,110
19,6,2012,United,LAX,JFK,4,-20,0,0,0,0,275
14,2,2012,United,ORD,ATL,40,39,0,0,1,0,88
31,8,2012,United,SFO,LAX,13,18,0,0,0,0,58
21,4,2012,United,LAS,DEN,49,47,0,0,0,0,82
31,5,2012,United,LAX,SFO,0,-6,0,0,0,0,50
12,12,2012,United,ORD,MCO,,,1,0,0,1,
25,8,2012,United,JFK,LAX,0,-31,0,0,0,0,293
14,4,2012,United,LAS,ORD,0,-10,0,0,0,0,169
3,5,2012,United,LAX,JFK,9,40,0,0,0,0,303
7,3,2012,United,SFO,EWR,47,54,0,1,0,0,293
9,11,2012,United,LAX,DEN,8,-6,0,0,0,1,97
13,3,2012,United,ORD,EWR,0,1,0,0,0,0,95
7,2,2012,United,LAX,SFO,32,23,0,0,0,0,55
5,12,2012,United,ORD,MIA,-2,-11,0,0,0,1,160
4,10,2012,United,ORD,BOS,-1,-3,0,1,0,1,101
19,12,2012,United,ORD,DFW,90,82,0,0,0,1,112
24,5,2012,United,ORD,SFO,0,-21,0,0,0,0,236
6,9,2012,United,ORD,BOS,0,-12,0,0,0,0,111
2,6,2012,United,LAX,JFK,,,1,0,1,0,
4,9,2012,United,LAX,SFO,,,1,0,0,0,
29,6,2012,United,ORD,DFW,0,-7,0,0,0,0,113
13,7,2012,United,SFO,LAS,41,43,0,0,0,0,67
16,8,2012,United,EWR,ORD,0,27,0,1,0,0,117
25,10,2012,United,SFO,LAX,216,199,0,1,0,1,50
12,12,2012,United,SFO,LAX,-2,-3,0,1,0,1,52
18,5,2012,United,ORD,LAS,,,1,0,0,0,
3,1,2012,United,LAX,DEN,5,4,0,0,0,0,115
2,10,2012,United,SFO,ORD,-1,-20,0,0,0,1,196
2,8,2012,United,SFO,LAX,3,-3,0,0,0,0,57
21,4,2012,United,LAS,LAX,1,-7,0,0,0,0,52
25,9,2012,United,LAS,LAX,15,11,0,0,0,0,40
28,6,2012,United,SFO,LAX,0,-2,0,0,0,0,56
25,12,2012,United,EWR,SFO,-1,-27,0,0,0,1,331
31,5,2012,United,LAS,ORD,0,3,0,0,0,0,177
20,10,2012,United,EWR,ORD,14,12,0,0,0,1,111
28,12,2012,United,ORD,MCO,10,11,0,0,0,1,132
28,8,2012,United,ORD,LAS,0,13,0,0,0,0,192
18,5,2012,United,SFO,LAX,12,5,0,0,0,0,50
4,1,2012,United,BOS,LAX,77,72,0,1,0,0,354
20,11,2012,United,SFO,LAX,3,0,0,0,0,1,58
10,4,2012,United,ORD,DEN,20,43,0,0,0,0,129
14,7,2012,United,LAX,JFK,0,2,0,0,1,0,291
9,8,2012,United,LAX,JFK,,,1,0,0,0,
31,1,2012,United,LAX,SFO,0,6,0,1,1,0,55
20,6,2012,United,SFO,DEN,2,-7,0,0,0,0,115
7,9,2012,United,ORD,LAX,0,4,0,0,0,0,225
2,3,2012,United,SFO,LAX,23,37,0,1,0,0,60
28,9,2012,United,SFO,DEN,87,76,0,0,0,0,111
29,8,2012,United,ORD,BOS,33,34,0,0,0,0,126
24,3,2012,United,LAX,DEN,1,3,0,0,0,0,102
28,3,2012,United,LAX,DEN,0,-1,0,0,0,0,105
11,5,2012,United,EWR,ORD,159,202,0,1,0,0,117
27,10,2012,United,SFO,ORD,1,1,0,1,0,1,213
7,1,2012,United,ORD,EWR,0,32,0,0,0,0,87
24,1,2012,United,LAS,DEN,38,23,0,0,0,0,71
2,6,2012,United,LAX,ORD,6,43,0,0,0,0,230
27,4,2012,United,LAX,DEN,4,9,0,0,0,0,107
15,5,2012,United,EWR,SFO,0,16,0,0,1,0,350
18,10,2012,United,ORD,LAS,-2,-24,0,0,0,1,185
6,4,2012,United,SFO,ORD,85,76,0,0,0,0,199
10,4,2012,United,LAS,SFO,0,1,0,0,0,0,65
20,3,2012,United,ORD,SFO,0,-25,0,1,0,0,231
12,9,2012,United,LAS,SFO,0,-21,0,0,0,0,61
10,1,2012,United,ORD,MIA,1,2,0,1,0,0,153
21,6,2012,United,LAX,DEN,16,23,0,0,0,0,112
11,8,2012,United,JFK,SFO,,,1,1,0,0,
1,8,2012,United,LAX,SFO,39,25,0,0,0,0,50
28,7,2012,United,LAX,BOS,46,128,0,0,1,0,371
6,6,2012,United,ORD,BOS,4,26,0,1,0,0,147
25,8,2012,United,EWR,DEN,0,50,0,0,0,0,205
6,10,2012,United,LAS,DEN,0,1,0,0,1,1,83
28,12,2012,United,ORD,EWR,11,4,0,0,0,1,89
22,8,2012,United,EWR,DEN,0,-9,0,0,1,0,204
28,11,2012,United,SFO,BOS,,,1,0,1,1,
29,12,2012,United,LAX,SFO,-2,-19,0,0,0,1,51
15,8,2012,United,LAX,DEN,0,9,0,0,0,0,116
30,10,2012,United,LAX,SFO,89,112,0,1,1,1,77
1,5,2012,United,SFO,ORD,6,34,0,0,0,0,222
7,11,2012,United,JFK,SFO,-2,-36,0,0,0,1,320
4,2,2012,United,LAX,LAS,0,7,0,0,0,0,41
28,9,2012,United,EWR,SFO,3,-6,0,0,0,0,330
27,1,2012,United,ORD,LAS,5,-7,0,0,1,0,196
24,3,2012,United,SFO,EWR,0,-13,0,0,0,0,276
15,3,2012,United,ORD,DFW,1,1,0,1,0,0,114
12,12,2012,United,EWR,ORD,-1,18,0,0,0,1,127
27,4,2012,United,EWR,ORD,0,-5,0,0,0,0,110
30,11,2012,United,EWR,DEN,-2,18,0,1,0,1,239
11,7,2012,United,EWR,ORD,,,1,0,1,0,
10,8,2012,United,LAS,SFO,12,2,0,0,0,0,63
12,9,2012,United,ORD,LAX,2,-20,0,1,0,0,216
11,10,2012,United,EWR,SFO,-2,-11,0,0,1,1,337
21,7,2012,United,EWR,DEN,3,29,0,0,0,0,231
11,1,2012,United,ORD,DFW,0,-6,0,0,0,0,115
18,12,2012,United,SFO,LAX,-2,-7,0,0,0,1,54
1,5,2012,United,BOS,JFK,,,1,0,0,0,
26,4,2012,United,SFO,LAX,4,6,0,0,0,0,52
13,1,2012,United,LAX,DEN,0,-11,0,0,0,0,101
14,4,2012,United,LAX,DEN,0,-2,0,1,1,0,101
26,9,2012,United,ORD,MIA,23,15,0,0,1,0,146
10,2,2012,United,ORD,SFO,3,-8,0,0,1,0,242
31,7,2012,United,ORD,SFO,45,66,0,1,1,0,222
17,2,2012,United,LAX,JFK,29,17,0,1,0,0,261
31,8,2012,United,LAX,DEN,4,8,0,0,0,0,110
12,5,2012,United,ORD,DFW,1,1,0,1,0,0,114
7,8,2012,United,EWR,LAX,0,7,0,1,0,0,310
9,6,2012,United,EWR,ORD,6,10,0,0,0,0,110
12,6,2012,United,EWR,ORD,,,1,1,1,0,
7,8,2012,United,ORD,DEN,118,108,0,1,0,0,117
27,11,2012,United,SFO,ORD,1,-6,0,0,1,1,206
27,11,2012,United,EWR,ORD,-2,-1,0,0,1,1,118
21,1,2012,United,SFO,LAS,0,-3,0,1,0,0,61
29,11,2012,United,ORD,MCO,-2,-15,0,1,0,1,119
20,9,2012,United,ORD,BOS,0,-14,0,1,1,0,104
2,11,2012,United,ORD,MIA,-1,1,0,0,0,1,142
11,2,2012,United,JFK,LAX,0,7,0,0,1,0,329
28,6,2012,United,BOS,LAX,3,20,0,1,0,0,337
6,9,2012,United,ORD,BOS,0,8,0,0,0,0,119
31,10,2012,United,LAS,SFO,14,3,0,1,0,1,63
17,5,2012,United,ORD,DEN,51,56,0,1,0,0,129
12,6,2012,United,LAS,LAX,7,5,0,0,0,0,43
9,5,2012,United,EWR,ORD,218,257,0,0,1,0,103
17,7,2012,United,ORD,BOS,4,22,0,0,0,0,133
28,2,2012,United,SFO,DEN,9,13,0,1,0,0,117
8,8,2012,United,SFO,LAX,0,-2,0,1,0,0,57
17,1,2012,United,LAS,ORD,52,57,0,0,0,0,163
11,4,2012,United,LAX,MCO,6,34,0,0,1,0,279
9,2,2012,United,LAS,SFO,,,1,0,0,0,
3,4,2012,United,JFK,SFO,0,8,0,0,0,0,337
28,9,2012,United,ORD,LAX,0,-4,0,0,0,0,220
5,1,2012,United,LAX,LAS,9,9,0,0,0,0,41
9,10,2012,United,SFO,ORD,8,18,0,1,0,1,227
28,9,2012,United,LAS,LAX,116,126,0,0,0,0,46
7,4,2012,United,EWR,SFO,0,40,0,0,0,0,356
26,9,2012,United,EWR,DEN,115,90,0,1,0,0,210
7,6,2012,United,ORD,EWR,0,5,0,0,1,0,98
30,6,2012,United,EWR,ORD,4,6,0,1,0,0,116
12,6,2012,United,ORD,DEN,,,1,1,0,0,
20,10,2012,United,ORD,LAX,0,-27,0,0,0,1,218
31,1,2012,United,ORD,DEN,2,-16,0,0,0,0,112
24,7,2012,United,EWR,DEN,61,41,0,0,0,0,210
29,2,2012,United,LAX,LAS,0,2,0,0,0,0,44
29,3,2012,United,LAX,SFO,0,-7,0,0,0,0,56
8,8,2012,United,JFK,LAX,6,-5,0,0,0,0,297
24,1,2012,United,SFO,LAS,10,11,0,1,0,0,57
23,2,2012,United,LAX,SFO,59,63,0,1,1,0,57
6,11,2012,United,EWR,SFO,-2,-15,0,0,0,1,333
29,5,2012,United,LAX,DFW,3,-11,0,0,0,0,152
10,10,2012,United,LAX,SFO,105,115,0,0,1,1,59
24,5,2012,United,ORD,SFO,4,2,0,0,0,0,238
21,2,2012,United,LAX,MCO,36,42,0,1,0,0,250
11,10,2012,United,ORD,LAX,6,5,0,0,1,1,225
5,4,2012,United,SFO,EWR,0,-25,0,0,0,0,280
11,8,2012,United,LAS,DEN,62,73,0,0,0,0,82
29,2,2012,United,SFO,LAS,0,-5,0,1,0,0,64
3,8,2012,United,ORD,MCO,0,3,0,1,1,0,127
14,6,2012,United,JFK,SFO,0,16,0,0,0,0,348
3,1,2012,United,BOS,ORD,0,19,0,1,0,0,163
21,11,2012,United,LAX,DFW,59,40,0,0,0,1,147
26,5,2012,United,SFO,DEN,6,-4,0,1,1,0,113
5,5,2012,United,SFO,ORD,2,-4,0,0,0,0,209
21,3,2012,United,SFO,DEN,1,7,0,0,0,0,121
6,3,2012,United,LAX,ORD,10,6,0,1,0,0,195
25,12,2012,United,SFO,ORD,9,10,0,0,0,1,223
5,10,2012,United,LAX,SFO,0,9,0,0,0,1,49
8,12,2012,United,ORD,LAX,-2,0,0,0,1,1,228
4,8,2012,United,SFO,LAX,15,38,0,0,0,0,56
3,2,2012,United,EWR,SFO,0,-14,0,0,1,0,34
5,10,2012,United,ORD,EWR,90,79,0,1,1,1,87
2,6,2012,United,SFO,ORD,41,21,0,0,0,0,202
11,8,2012,United,LAX,JFK,1,14,0,0,1,0,299
23,11,2012,United,ORD,SFO,-2,-24,0,0,0,1,232
22,11,2012,United,ORD,SFO,10,-9,0,0,1,1,241
28,11,2012,United,LAX,DFW,-2,-18,0,0,0,1,148
15,3,2012,United,BOS,SFO,46,30,0,0,0,0,352
24,2,2012,United,SFO,DEN,8,8,0,1,0,0,115
3,4,2012,United,LAX,ORD,0,3,0,0,0,0,213
31,10,2012,United,ORD,BOS,-2,16,0,0,1,1,131
5,1,2012,United,LAX,JFK,0,-13,0,0,0,0,281
19,4,2012,United,LAX,SFO,2,5,0,0,0,0,57
6,1,2012,United,LAX,SFO,1,-11,0,0,0,0,52
10,1,2012,United,SFO,DEN,23,11,0,1,0,0,103
21,6,2012,United,LAX,LAS,0,2,0,0,0,0,48
20,6,2012,United,BOS,ORD,0,-1,0,0,0,0,128
18,10,2012,United,SFO,DEN,10,3,0,0,0,1,120
22,6,2012,United,LAX,LAS,1,-7,0,0,0,0,44
4,12,2012,United,ORD,DFW,0,-18,0,0,0,1,112
5,6,2012,United,LAS,DEN,6,10,0,0,0,0,89
6,9,2012,United,LAX,LAS,6,3,0,0,0,0,44
18,12,2012,United,ORD,LAX,246,226,0,0,0,1,215
26,6,2012,United,ORD,ATL,73,66,0,0,0,0,83
15,12,2012,United,LAX,ORD,0,0,0,0,0,1,206
28,12,2012,United,SFO,LAX,-2,-6,0,0,0,1,53
21,9,2012,United,ORD,DEN,3,12,0,1,0,0,123
7,1,2012,United,LAX,SFO,19,19,0,0,0,0,58
13,6,2012,United,ORD,EWR,195,193,0,1,1,0,89
14,8,2012,United,JFK,LAX,14,-11,0,1,0,0,287
20,1,2012,United,EWR,SFO,2,41,0,0,1,0,360
8,2,2012,United,ORD,BOS,0,-12,0,0,0,0,110
25,4,2012,United,ORD,EWR,0,6,0,0,0,0,107
26,12,2012,United,ORD,DEN,9,-10,0,0,0,1,115
15,2,2012,United,EWR,SFO,0,4,0,0,1,0,359
23,3,2012,United,ORD,MIA,9,0,0,0,1,0,143
16,5,2012,United,LAX,MCO,9,1,0,0,0,0,237
22,6,2012,United,LAS,LAX,2,-18,0,0,0,0,42
26,12,2012,United,LAX,BOS,-2,1,0,0,0,1,311
27,6,2012,United,ORD,LAS,14,26,0,0,0,0,214
7,6,2012,United,LAX,LAS,0,-12,0,0,0,0,42
4,4,2012,United,SFO,ORD,0,-2,0,0,0,0,216
19,9,2012,United,JFK,SFO,28,72,0,1,0,0,323
8,5,2012,United,LAX,BOS,3,22,0,0,0,0,312
9,8,2012,United,EWR,ORD,6,13,0,1,0,0,121
6,11,2012,United,ORD,DFW,41,66,0,0,1,1,129
4,10,2012,United,LAS,DEN,29,24,0,0,0,1,78
21,3,2012,United,ORD,EWR,0,-6,0,0,0,0,102
6,4,2012,United,LAX,SFO,25,21,0,0,0,0,52
20,12,2012,United,LAS,DEN,40,29,0,0,0,1,83
31,3,2012,United,EWR,ORD,93,73,0,0,0,0,109
3,10,2012,United,SFO,EWR,-2,-31,0,0,0,1,272
16,2,2012,United,LAX,SFO,1,4,0,1,1,0,56
7,8,2012,United,LAX,DEN,20,22,0,0,0,0,107
20,9,2012,United,ORD,EWR,,,1,1,0,0,
8,8,2012,United,SFO,LAS,62,70,0,1,0,0,66
22,3,2012,United,LAX,DEN,0,15,0,0,0,0,122
9,11,2012,United,ORD,MIA,36,38,0,1,0,1,156
22,5,2012,United,ORD,BOS,0,1,0,0,0,0,114
19,6,2012,United,ORD,EWR,9,17,0,0,1,0,90
16,5,2012,United,SFO,LAX,89,80,0,1,0,0,51
29,3,2012,United,LAS,DEN,0,-8,0,0,1,0,83
21,8,2012,United,LAX,SFO,,,1,0,0,0,
24,7,2012,United,ORD,LAX,32,19,0,0,0,0,217
12,12,2012,United,SFO,BOS,36,27,0,1,1,1,303
4,5,2012,United,SFO,BOS,0,-3,0,1,0,0,294
10,7,2012,United,LAX,SFO,,,1,0,0,0,
26,6,2012,United,SFO,LAS,13,20,0,0,0,0,68
19,7,2012,United,ORD,DFW,0,0,0,1,0,0,114
21,4,2012,United,EWR,LAX,198,167,0,1,0,0,313
14,3,2012,United,LAS,LAX,83,67,0,0,0,0,40
30,10,2012,United,ORD,SFO,-1,8,0,0,1,1,248
13,4,2012,United,EWR,ORD,0,-1,0,0,0,0,120
29,11,2012,United,SFO,EWR,-2,-21,0,1,0,1,289
12,9,2012,United,SFO,LAX,3,1,0,0,0,0,55
23,5,2012,United,ORD,DEN,,,1,0,0,0,
6,1,2012,United,LAX,ORD,0,-9,0,0,0,0,200
3,2,2012,United,LAS,LAX,0,10,0,0,0,0,52
20,10,2012,United,ORD,LAX,-2,-22,0,0,0,1,208
20,11,2012,United,SFO,LAX,3,-4,0,0,0,1,57
15,6,2012,United,ORD,ATL,,,1,1,0,0,
3,1,2012,United,LAS,SFO,3,-10,0,0,0,0,67
15,2,2012,United,SFO,DEN,26,17,0,1,0,0,109
